Age(yr),LOM (g/cm2),ROM_cellulose (g/cm2),ROM_lignin(g/cm2),ROM (g/cm2),dt (cm),db (cm),rt (g/cm2),frp (g/cm2),crp(g/cm2),lrp(g/cm2),TOM (g/cm2),wi_t (g/cm2),V(cm3),db_corr (cm),BD (g/cm3),AFDW or OM %,OC Density (mg/cm3),C_Seq (g/m2/yr),OM Density (mg/cm3),Inorganic Matter(%),Inorganic Matter Density (mg/cm3),Necro_Mass (Mg/ha),LOM_A (g/cm2),ROM_A_cell (g/cm2),ROM_A_lig(g/cm2),ROM_A (g/cm2),LOM_Nr (g/cm2),ROM_Nr (g/cm2),Cumulative Nr (Mg/ha),Vol cont to cohort from litter,Vol cont to cohort from live root,Vol cont to cohort from necro root,Vol cont to cohort from inorganic,Vol cont % to cohort from litter,Vol cont % to cohort from live root,Vol cont %to cohort from necro root,Vol cont % to cohort from inorganic
0,0.027692730000000002,0.00733647,0.0083328,0.01566927,0.0,0.41946110833182493,0.0026719303540938075,0.00029391233895031884,0.00013359651770469038,0.00011355704004898683,0.04576673731868443,0.008499673289744932,0.4194611176675746,0.4194611176675746,0.129371730352933,84.33713747703693,51.70906806231774,216.89943482968485,109.10841408417464,15.662862522963067,20.263316268758377,4.3362,0.027692730000000002,0.00733647,0.0083328,0.01566927,0.0,0.0,0.0,0.3942,0.021861248351676608,0.0,0.003399869315897973,93.97772127055786,5.211746078691798,0.0,0.8105326507503348
1,0.0029477747381074625,0.0074404648818793585,0.008424797244046775,0.015865262125926136,0.41946110833182493,0.6033852011935901,0.0011680503527933678,0.00012848553880727046,5.8402517639668394e-05,4.964213999371813e-05,0.01986428218154763,0.008349285289614887,0.1839240975844608,0.6033852059162857,0.15339788446267302,70.40684309721269,49.8689655908659,91.72104493770539,108.0026078280778,29.593156902787314,45.39527663459523,1.8813036864033599,0.002769272999999999,0.007256502477,0.00830030208,0.015556804557,0.00017850173810746335,0.0003084575689261352,0.048695930703359855,0.16660070506363633,0.009556775613763918,0.004426902791214532,0.003339714115845955,90.58122739307214,5.19604322613316,2.406918315410861,1.8158110653838093
2,0.0013160984936192311,0.007439784081456697,0.008446364341187665,0.01588614842264436,0.6033852011935901,0.7718426845641767,0.0010679429518082495,0.00011747372469890744,5.339714759041248e-05,4.538757545185061e-05,0.018163395572891015,0.008339274549516376,0.1684574877551794,0.7718426889487695,0.15732556905350462,68.53420990790768,49.60260669046616,83.55930509184184,107.8218357339391,31.46579009209232,49.50373331956552,1.720224691626359,0.0011630946599999997,0.0071774066000007,0.008267930901888,0.0154453375018887,0.00015300383361923145,0.00044081092075565903,0.1080774061408489,0.1509857469262609,0.008737715060249314,0.005398315948862641,0.0033357098198065504,89.62839760835665,5.186896217369634,3.204556841491104,1.980149332782621
3,0.0006241066674718246,0.007432218307200817,0.008463182950840342,0.015895401258041158,0.7718426845641767,0.9337374581217472,0.0010246445145730178,0.00011271089660303196,5.123222572865089e-05,4.354739186935326e-05,0.017441687988628697,0.008334944705792853,0.16189477777894168,0.9337374623431184,0.15921843216967818,67.66472640316337,49.47704988024351,80.10075995519635,107.734716511019,32.33527359683663,51.483715658659186,1.6519507925512982,0.0004884997572,0.007099172868060693,0.008235685971370636,0.01533485883943133,0.00013560691027182463,0.000560542418609828,0.17769233902901416,0.14384871451483028,0.008383455119233782,0.006328630262560479,0.0033339778823171413,88.8532147165659,5.178335727839798,3.909100929247929,2.0593486263463685
4,0.00033057749279451345,0.00742175390248068,0.008477918532828298,0.01589967243530898,0.9337374581217472,1.0928442594136494,0.0010053842738831473,0.0001105922701271462,5.026921369415737e-05,4.272883164003376e-05,0.017135095774598326,0.008333018681723866,0.15910680542358344,1.0928442635453306,0.16006929677532963,67.2805825652504,49.421181022275036,78.63246232714805,107.69555537854136,32.7194174347496,52.37374139678828,1.6230249928103493,0.000205169898024,0.007021791883798831,0.008203566796082291,0.015225358679881121,0.00012540759477051345,0.0006743137554278585,0.2576644740488514,0.1402775325264102,0.008225871331771205,0.007270194092712472,0.0033332074726895463,88.1656395230582,5.1700311057542825,4.5693797153159705,2.09494965587153
5,0.0002060085343202922,0.007410077492200496,0.008491699239862021,0.015901776732062518,1.0928442594136494,1.2507630290903609,0.0009962966772435681,0.0001095926344967925,4.981483386217841e-05,4.234260878285165e-05,0.017004452275902023,0.008332109922059908,0.15791877374975144,1.2507630331634008,0.16044046946635956,67.11428386787951,49.3969180279918,78.00700721997453,107.6784721166111,32.88571613212049,52.76199734974846,1.610778526638281,8.617135717008001e-05,0.006945254352265424,0.00817157288557757,0.015116827237842995,0.0001198371771502122,0.000784949494219523,0.3481431411858249,0.13820907813648248,0.008151518268356467,0.008225333376088502,0.003332843968823963,87.51909279355078,5.161842430003859,5.208584882455401,2.1104798939899374
6,0.00015308246319898966,0.00739790267376373,0.008505002777241512,0.015902905451005242,1.2507630290903609,1.4081715856902208,0.0009915132945901633,0.00010906646240491796,4.957566472950817e-05,4.2139315020081944e-05,0.016948349879335377,0.008331631583794567,0.15740856062747582,1.4081715897178366,0.16060105855969123,67.04257241665312,49.386440847697,77.73848568349959,107.67108098679246,32.957427583346885,52.929977572898764,1.605598791420423,3.619197001143361e-05,0.006869551079825731,0.008139703751323817,0.015009254831149548,0.00011689049318755605,0.0008936506198556939,0.4491972524901499,0.13677678910146346,0.008112381501192246,0.009186737391302272,0.003332652633517827,86.89285294029233,5.153710489984762,5.8362374668069465,2.11719910291595
7,0.00013053395330794038,0.007385531224952238,0.00851803155525243,0.015903562780204668,1.4081715856902208,1.5653567686361423,0.0009885500862662877,0.00010874050948929165,4.942750431331439e-05,4.201337866631723e-05,0.016923791811152267,0.00833133526296218,0.15718518693384184,1.5653567726240627,0.16067116480094368,67.01131125369992,49.38187079199873,77.62098591583147,107.6678543397055,32.988688746300085,53.00331046123817,1.603409673351261,1.5200627404802116e-05,0.006794672973055631,0.008107958906693654,0.014902631879749285,0.00011533332590313826,0.0010009309004553827,0.5608236751260021,0.13561665915594623,0.008088137069451445,0.010147856603259281,0.003332534105184872,86.27826947397172,5.145610236704866,6.455987870873892,2.1201324184495274
8,0.00012086561821681528,0.007373090608039693,0.008530871454142061,0.015903962062181753,1.5653567686361423,1.7224396444193433,0.0009863555497032672,0.0001084991104673594,4.931777748516336e-05,4.192011086238886e-05,0.01691254767513151,0.008331115809305878,0.1570828797340088,1.722439648370151,0.16070283106079378,66.99719985396742,49.37980730679285,77.56722332461464,107.66639689678364,33.002800146032584,53.036434164010146,1.602482768039857,6.384263510016889e-06,0.006720611037649324,0.008076337866957549,0.014796948904606873,0.00011448135470679839,0.0011070131575748807,0.68297312635417,0.1345757560737899,0.00807018177029946,0.011104495566197083,0.003332446323722351,85.67181624227248,5.137531081658829,7.06919530950828,2.121457366560405
9,0.00011665830864562937,0.00736063450000913,0.008543559025812691,0.01590419352582182,1.7224396444193433,1.8794709934503877,0.0009844845846989365,0.00010829330431688301,4.922422923494683e-05,4.1840594849704805e-05,0.016906887960696493,0.008330928712805444,0.15703135294599938,1.8794709973653427,0.1607183291745618,66.99029547372703,49.378797567595306,77.54019388886118,107.66568359447618,33.00970452627297,53.05264558008561,1.6020851834467449,2.6813906742070937e-06,0.006647356377338947,0.008044840149276413,0.01469219652661536,0.00011397691797142227,0.0012119969992064605,0.8155705180719582,0.13358979924808698,0.00805487387480948,0.012054308337980752,0.003332371485122178,85.07205519271454,5.129468557517572,7.676370426564459,2.1221058232034262
