Age(yr),LOM (g/cm2),ROM_cellulose (g/cm2),ROM_lignin(g/cm2),ROM (g/cm2),dt (cm),db (cm),rt (g/cm2),frp (g/cm2),crp(g/cm2),lrp(g/cm2),TOM (g/cm2),wi_t (g/cm2),V(cm3),db_corr (cm),BD (g/cm3),AFDW or OM %,OC Density (mg/cm3),C_Seq (g/m2/yr),OM Density (mg/cm3),Inorganic Matter(%),Inorganic Matter Density (mg/cm3),Necro_Mass (Mg/ha),LOM_A (g/cm2),ROM_A_cell (g/cm2),ROM_A_lig(g/cm2),ROM_A (g/cm2),LOM_Nr (g/cm2),ROM_Nr (g/cm2),Cumulative Nr (Mg/ha),Vol cont to cohort from litter,Vol cont to cohort from live root,Vol cont to cohort from necro root,Vol cont to cohort from inorganic,Vol cont % to cohort from litter,Vol cont % to cohort from live root,Vol cont %to cohort from necro root,Vol cont % to cohort from inorganic
0,0.010865934000000002,0.002508726,0.0029819400000000006,0.005490666000000001,0.0,0.1796138522384815,0.003209241150692686,0.0003851089380831223,2.24646880548488e-05,0.00013639274890443916,0.01924491703562342,0.011650249290662908,0.17961389094920535,0.17961389094920535,0.17200878040676407,62.29102906382283,48.67134776225689,87.42050149320859,107.14603939550462,37.70897093617717,64.86274101125947,1.6356600000000003,0.010865934000000002,0.002508726,0.0029819400000000006,0.005490666000000001,0.0,0.0,0.0,0.14869636363636365,0.02625742759657652,0.0,0.0046600997162651635,82.78667248426507,14.618817875284545,0.0,2.594509640450379
1,0.0011965948018490525,0.0026663294541144195,0.0031649302021746983,0.005831259656289118,0.1796138522384815,0.2597991975512437,0.0014308474543443788,0.00017170169452132545,1.0015932180410651e-05,6.0811016809636105e-05,0.00831561716704811,0.011472409921028078,0.08018548366884859,0.25979933590733006,0.2467781720915613,42.023477782981765,44.9104289114911,36.01164464043354,103.70477032214578,57.976522217018235,143.0734017694155,0.702785445813817,0.0010865934000000004,0.0024813808866,0.0029703104340000007,0.005451691320600001,0.00011000140184905206,0.00037956833568911653,0.04895697375381686,0.059438952005454564,0.0117069337173631,0.004450633977619714,0.004588963968411231,74.12682356687725,14.59981680189222,5.550423560453934,5.722936070776619
2,0.0006688804821552771,0.002719726201858439,0.0032393586399551175,0.005959084841813556,0.2597991975512437,0.33571395643394936,0.0013535851467097967,0.0001624302176051756,9.475096026968578e-06,5.752736873516636e-05,0.00784619195600765,0.01146468369026462,0.07591489125799358,0.33571408880923725,0.2543753317204272,40.63094858944039,44.58506673054538,33.84670492579739,103.35511025554524,59.36905141055961,151.02022146488196,0.6627965323968833,0.0005628553812000002,0.00245433383493606,0.002958726223307401,0.005413060058243461,0.00010602510095527695,0.0005460247835700951,0.11416196220635406,0.05432650399494056,0.011074787563989247,0.005927726222957928,0.004585873476105848,71.5623813650924,14.58842577584949,7.808384000462831,6.040808858595278
3,0.0003928761867365544,0.0027680882982630676,0.0033088113464048658,0.006076899644667934,0.33571395643394936,0.4099340301018672,0.0013223753042774515,0.00015868503651329417,9.256627129942162e-06,5.62009504317917e-05,0.007659913605254195,0.011461562706021385,0.07422020331199214,0.4099341597459415,0.25763168865081815,40.05921656131376,44.447748351487235,32.989209194076466,103.20523608720084,59.94078343868624,154.42645256361732,0.6469775831404488,0.00029155908746160013,0.002427581596135257,0.002947187191036502,0.005374768787171759,0.00010131709927495427,0.0007021308574961752,0.194506757883467,0.05151207158757599,0.010819434307724604,0.0073040723342829945,0.004584625082408554,69.40437952054614,14.577478671466336,9.841083705442825,6.1770581025446925
4,0.0002488361990281246,0.0028141246245975094,0.003376100511737313,0.0061902251363348225,0.4099340301018672,0.4838175727713135,0.0013154049063305443,0.0001578485887596653,9.20783434431381e-06,5.590470851904814e-05,0.007622925751060437,0.011460865666226694,0.07388367127613102,0.4838177013779982,0.25829511565503893,39.94450360715627,44.419922591705884,32.819069588767825,103.1747017899355,60.05549639284373,155.12041386510344,0.6439061335362947,0.00015102760730510887,0.0024011209567373825,0.00293569316099146,0.005336814117728843,9.780859172301573e-05,0.0008534110186059797,0.28962871891636655,0.049889470227581376,0.01076240377906809,0.008647451002990868,0.004584346266490678,67.5243519520378,14.566687866450149,11.704143626907895,6.204816554604136
5,0.0001739845648810545,0.002859257450941226,0.003442704539665947,0.006301961990607173,0.4838175727713135,0.5580845064385315,0.0013212516253134111,0.00015855019503760933,9.248761377193878e-06,5.615319407581998e-05,0.007665073018270297,0.011461450338124981,0.07426706211952543,0.5580846348908389,0.257537093975968,40.07562103913334,44.451719983893554,33.01298649363573,103.20958981700564,59.92437896086666,154.32750415896237,0.6475946555488227,7.82323005840464e-05,0.0023749487383089452,0.002924243957663593,0.005299192695972538,9.57522642970081e-05,0.001002769294634635,0.3994808748095309,0.048885681786878035,0.010810240570746091,0.009986559626651301,0.004584580135249992,65.8241761444682,14.555901717706416,13.44682197146688,6.173100166358497
6,0.00013541182317834428,0.0029042352758927785,0.0035094033776660407,0.006413638653558819,0.5580845064385315,0.6331202910855724,0.0013339337572901549,0.00016007205087481858,9.337536301031085e-06,5.669218468483159e-05,0.007749590858298303,0.011462718551322654,0.07503591340505908,0.6331204198435906,0.25604152115679607,40.336591989391636,44.51464994624797,33.40197418623182,103.2784237124487,59.663408010608364,152.76309744434738,0.6549050476737164,4.052433170253604e-05,0.0023490617970613778,0.0029128394062287047,0.005261901203290082,9.488749147580824e-05,0.0011517374502687371,0.5241433689839854,0.04820386849993289,0.01091400346873763,0.011332954015859504,0.004585087420529062,64.24106312895617,14.545039799571207,15.103373173698733,6.110523897773897
7,0.0001158658414705858,0.002949453713818179,0.0035766111796709213,0.0065260648934891,0.6331202910855724,0.7091351574128999,0.0013503189702099205,0.00016203827642519045,9.452232791469444e-06,5.738855623392163e-05,0.007857217808148614,0.011464357072614631,0.07601499563039689,0.7091352867159694,0.2541810957236564,40.66551436224455,44.593296950886455,33.89759272866627,103.36404998761405,59.33448563775545,150.81704573604233,0.6641930734959686,2.099160382191367e-05,0.0023234570234734087,0.002901479332544413,0.0052249363560178215,9.487423764867213e-05,0.0013011285374712788,0.6637436464959805,0.047690254180361234,0.011048064301717531,0.012690934319272281,0.004585742829045852,62.737955563718856,14.53405898414553,16.695303622693928,6.032681829441696
8,0.00010630264991824364,0.002995123550590759,0.00364455052868605,0.006639674079276809,0.7091351574128999,0.7862475750684174,0.001368767361921419,0.00016425208343057027,9.581371533449932e-06,5.817261288166031e-05,0.007977867354924329,0.011466201911785781,0.07711254762766276,0.7862477050405626,0.2521518204870578,41.02982377553609,44.6795530964223,34.45354166130551,103.45744759264593,58.97017622446391,148.69437289441188,0.6745976729195052,1.0873650779751281e-05,0.0022981313419175487,0.0028901635631474894,0.005188294905065038,9.542899913849235e-05,0.001451379174211771,0.8184244638310069,0.04726516868949808,0.011199005688447972,0.014061892485002392,0.004586480764714312,61.29374549744812,14.522935673870185,18.235543912905218,5.947774915776474
9,0.00010198126211625215,0.003041358766956851,0.0037133436901591534,0.006754702457116004,0.7862475750684174,0.8645280057980766,0.0013884207550259227,0.00016661049060311071,9.718945285181459e-06,5.900788208860172e-05,0.008106262398755587,0.011468167251096232,0.07828056143458019,0.8645281365029975,0.25005479382273416,41.41250878702845,44.76921804005859,35.045595231629214,103.55396346422566,58.58749121297155,146.5008303585085,0.6856683719232257,5.632551103911164e-06,0.002273081710290647,0.0028788919252512144,0.005151973635541861,9.634871101234098e-05,0.0016027288215741432,0.9883322170896552,0.04688732896950702,0.011359806177484822,0.015446159387149857,0.004587266900438492,59.89651595523009,14.511656494669266,19.7317943357603,5.860033214340338
10,0.00010041643182994695,0.003088222644509165,0.003783060409780865,0.00687128305429003,0.8645280057980766,0.9440218382835248,0.001408830430369355,0.0001690596516443226,9.861813012585485e-06,5.987529329069759e-05,0.008239646873452395,0.011470208218630575,0.07949396395520128,0.9440219697532779,0.2479415305442617,41.80470548848472,44.86013482788552,35.661099410333996,103.65122662767,58.19529451151528,144.2903039165917,0.6971699486119977,2.917661471825983e-06,0.002248305119648479,0.0028676642467427346,0.005115969366391214,9.749877035812096e-05,0.0017553136878988157,1.1736134629153487,0.04653533661693673,0.011526794430294723,0.016843749620517604,0.00458808328745223,58.53945922631517,14.500213420971978,21.1887151960492,5.771612156663666
11,0.00010030542100900321,0.0031357519153862013,0.003853742949312288,0.006989494864698489,0.9440218382835248,1.0247614102277112,0.0014297621272912097,0.00017157145527494516,1.0008334891038469e-05,6.0764890409876415e-05,0.00837658620026958,0.01147230138832276,0.08073970419414346,1.0247615424776684,0.2458380023397717,42.20179172702765,44.95120295550189,36.29346829798134,103.7480417333158,57.79820827297235,142.08996060645592,0.7089800285707492,1.5113486424058593e-06,0.0022237985938443105,0.002856480356180438,0.005080278950024749,9.879407236659735e-05,0.00190921591467374,1.3744144616193825,0.04619809362424686,0.011698053768746261,0.01825463624582125,0.004588920555329104,57.21855694833953,14.488601222290324,22.609243405111915,5.683598424258242
12,0.0001009653817189513,0.003183969410904284,0.003925419199296164,0.007109388610200449,1.0247614102277112,1.1067723101095996,0.0014510938980465571,0.00017413126776558686,1.01576572863259e-05,6.167149066697869e-05,0.008516338500161301,0.011474434565398296,0.08201103291853477,1.106772443146246,0.2437571184527978,42.60134649236441,45.04186489528284,36.9392986463924,103.84381463187954,57.39865350763559,139.91330382091826,0.72103539919194,7.828785967662351e-07,0.0021995591891714075,0.002845340082791334,0.005044899271962742,0.00010018250312218507,0.002064489338237707,1.5908816457553716,0.04586983773235916,0.011872586438562741,0.019678834921453565,0.004589773826159318,55.93130107009349,14.476816125894075,23.995350651175716,5.596532152836735
13,0.00010203841879364981,0.0032328906856698507,0.0039981095461582555,0.007231000231828107,1.1067723101095996,1.1900766804206153,0.0014727626012976053,0.00017673151215571263,1.0309338209083238e-05,6.259241055514823e-05,0.008658524991789601,0.0114766014357234,0.08330450413601301,1.1900768142456126,0.24170513511055736,43.002089025666294,45.13184130182736,37.596856603939585,103.93825737984888,56.997910974333706,137.7668777307085,0.7333038650621756,4.055311131249098e-07,0.002175583994009439,0.002834243256468448,0.005009827250477886,0.0001016328876805249,0.0022211729813502203,1.823162232658446,0.045547570741736466,0.01204987582879859,0.021116416991188592,0.00459064057428936,54.67600007242104,14.464855116506673,25.348469701843946,5.510675109228338
14,0.00010333697827597222,0.0032825274859088305,0.004071830467702545,0.007354357953611376,1.1900766804206153,1.2746949491168147,0.0014947358738629812,0.00017936830486355775,1.0463151117040869e-05,6.35262746391767e-05,0.008802957218364032,0.011478798762979938,0.08461840330850136,1.2746950837291167,0.23968492890844142,43.4033287179935,45.22099507184853,38.265283990014304,104.03123758161988,56.5966712820065,135.65369132682156,0.7457694931887349,2.100651165987033e-07,0.0021518701284747362,0.002823189707768221,0.004975059836242957,0.00010312691315937352,0.002379298117368419,2.071404735711225,0.04522972637599596,0.012229657149788029,0.022567500277525385,0.0045915195051919756,53.451406086094124,14.452715569686662,26.669730691146352,5.426147653072862
