Simunation No.,fc1 (g/g),fc2 (g/g),fc3 (g/g),si (g/cm2/yr),r0 (g/cm2),Total Accretion (cm),Mean Accretion (cm/yr),Mean OM%,Mean OM Density (mg/cm3),Mean BD (g/cm3),C_Seq (g/m2/yr),OC Density (mg/cm3),IM(%),IM Density (mg/cm3),Necromass (Mg/ha),Root Necromass (Mg/ha),Root Necromass Projected Up to 40 cm (Mg/ha),Sites
1,0.292334213,0.148268862,0.046383956,0.018316574,0.004646227,14.43222238,0.144322224,50.3491061,105.3759941,0.210467328,70.32165186,46.60770655,49.6509055,105.0913341,146.4612697,29.29141961,123.6781801,Rookery Bay
2,0.277656437,0.18707836,0.235592403,0.017988006,0.005097492,15.0851528,0.150851528,51.99280111,105.6693704,0.204093189,73.44835853,46.92116669,48.00721562,98.42381827,152.9798905,35.81004039,141.4224175,Rookery Bay
3,0.252523508,0.163929904,0.278544612,0.020395114,0.005484338,15.49611981,0.154961198,48.76615301,105.0986535,0.216493265,74.27086887,46.30890046,51.23386193,111.394611,155.7765634,38.60671335,146.4048409,Rookery Bay
4,0.295497771,0.151611281,0.371708692,0.022810174,0.004859786,15.31260394,0.153126039,45.0797069,104.3487537,0.232786558,72.3204653,45.55151257,54.92030869,128.4378047,153.5752511,36.40540104,141.2113445,Rookery Bay
5,0.261356053,0.134087982,0.207205417,0.020142719,0.005322687,15.19790286,0.151979029,48.66830633,105.0766188,0.216972095,73.00388485,46.28753692,51.33171158,111.8954759,152.9402363,35.77038626,139.6395738,Rookery Bay
6,0.283696864,0.161889878,0.256965852,0.018555702,0.005139563,15.16497006,0.151649701,51.15390247,105.5271787,0.207182649,73.55230624,46.76564334,48.84611514,101.6554705,153.5229239,36.35307382,142.4642579,Rookery Bay
7,0.286041369,0.178186266,0.175108516,0.014370607,0.005630629,15.31835215,0.153183522,59.42558982,106.7718834,0.180138635,76.39483699,48.20608161,40.57442879,73.36675162,156.3595807,39.18973062,150.5867173,Rookery Bay
8,0.281152345,0.135304968,0.232201503,0.012673603,0.005347726,14.95646259,0.149564626,62.84800365,107.1946813,0.170952354,75.61237516,48.74753616,37.15201351,63.75767235,153.639303,36.46945295,145.2417402,Rookery Bay
9,0.263661792,0.151540827,0.280635786,0.018238235,0.004500809,14.51420705,0.145142071,50.62149312,105.4263557,0.209373067,70.69575165,46.66068414,49.37851688,103.9467116,147.545438,30.37558792,127.4354072,Rookery Bay
10,0.273038382,0.161959074,0.316025965,0.02316221,0.006346534,16.68328309,0.166832831,46.74926148,104.7126734,0.224879247,78.70808758,45.9088984,53.25074089,120.1665736,165.9183031,48.74845301,165.4501265,Rookery Bay
11,0.270856299,0.156628492,0.18371169,0.028776341,0.004529491,14.97067302,0.14970673,37.78750175,102.4679422,0.27365142,68.42873584,43.81827244,62.21251206,171.1834781,147.733399,30.5635489,123.0321142,Rookery Bay
12,0.274324965,0.135704787,0.102290904,0.018778474,0.00537516,15.06445815,0.150644581,50.61652612,105.431437,0.209262878,73.02168917,46.66326468,49.38349245,103.8314406,152.0614647,34.89161463,137.8102398,Rookery Bay
13,0.253033811,0.162352382,0.429641269,0.016603051,0.004935037,15.00935562,0.150093556,54.38541911,106.0542588,0.195730542,73.74715363,47.3525179,45.61459473,89.67628324,152.9903307,35.82048059,142.5845092,Rookery Bay
14,0.281852462,0.152476039,0.277257637,0.021096051,0.004591338,14.7950954,0.147950954,46.59842544,104.6625919,0.225967619,70.69265644,45.86643453,53.40158642,121.3050269,149.1664236,31.99657354,130.626561,Rookery Bay
15,0.271773809,0.150138888,0.43845849,0.018883113,0.005568623,15.82932504,0.15829325,51.67115003,105.6213323,0.205136869,76.52741881,46.86536938,48.3288645,99.51553713,159.8541938,42.68434371,156.7152045,Rookery Bay
16,0.285887526,0.144739747,0.409926633,0.01996345,0.004849348,15.16352635,0.151635264,48.89133058,105.1194498,0.216041401,72.87234212,46.33185818,51.10868369,110.9219517,153.2574969,36.08764677,141.821978,Rookery Bay
17,0.282512487,0.161274281,0.289473003,0.018686776,0.005727733,15.79096704,0.15790967,51.93178958,105.6648038,0.204192288,76.45313137,46.91327201,48.06822236,98.52748418,159.3249347,42.15508465,155.1837392,Rookery Bay
18,0.267375281,0.1614019,0.490560598,0.019243793,0.005646151,16.02580323,0.160258032,51.39394865,105.5754145,0.206134483,77.29536571,46.81461074,48.60606364,100.5590688,161.6685441,44.49869403,160.3934576,Rookery Bay
19,0.262590026,0.159480364,0.359531341,0.023463829,0.005934063,16.28941304,0.16289413,45.76313484,104.5056033,0.229378298,76.66904335,45.70246955,54.23686685,124.8726951,162.2054798,45.0356297,158.616341,Rookery Bay
20,0.278371276,0.150063092,0.326734006,0.024484038,0.005144458,15.54113968,0.155411397,43.33430961,103.956525,0.241308654,72.69749396,45.17092899,56.66570732,137.3521288,154.8959828,37.72613273,143.0338491,Rookery Bay
21,0.277750396,0.161937459,0.458098825,0.021327856,0.005345618,15.80998252,0.158099825,47.9020433,104.9365254,0.220015893,75.29853163,46.1394398,52.09797268,115.0793678,158.8689935,41.69914344,153.7506706,Rookery Bay
22,0.266720244,0.117919964,0.290118202,0.026818653,0.004815292,15.195408,0.15195408,40.13649242,103.1447926,0.258945382,70.18522984,44.41857774,59.86352445,155.8005891,150.6233167,33.45346657,131.4494142,Rookery Bay
23,0.267205605,0.173847213,0.177257909,0.020039838,0.006355778,16.23038208,0.162303821,50.45235756,105.4122204,0.209679996,77.95002524,46.63792459,49.54764469,104.2677756,162.5182217,45.34837161,159.9808588,Rookery Bay
24,0.258567966,0.169800156,0.332260228,0.016819144,0.004306407,14.34695409,0.143469541,52.8859789,105.8092461,0.201053854,70.58831641,47.07994356,47.11402917,95.24460831,146.6239694,29.45411932,125.8127217,Rookery Bay
25,0.255896981,0.174911642,0.31216519,0.018777673,0.005913461,15.92763024,0.159276302,51.99364099,105.6759463,0.203950092,77.07095767,46.92512901,48.00636688,98.27414549,160.4804959,43.31064582,157.2937485,Rookery Bay
26,0.276158011,0.164384913,0.390091627,0.023315681,0.00526249,15.71575559,0.157157556,45.06316209,104.3500857,0.232757618,73.99391568,45.55089159,54.93685352,128.4075324,157.1061009,39.93625081,148.7721259,Rookery Bay
27,0.257596621,0.165400259,0.282541683,0.02677775,0.006218515,16.60173705,0.166017371,42.33499151,103.729102,0.24624957,76.78008676,44.95134277,57.66501081,142.5204678,163.6471966,46.4773465,159.2550979,Rookery Bay
28,0.257076763,0.181420138,0.227877829,0.023979658,0.003697818,14.07791503,0.14077915,41.57407421,103.4939748,0.25135832,66.29715284,44.74749562,58.42593122,147.8643457,141.3275991,24.15774904,106.8329921,Rookery Bay
29,0.278793624,0.153672013,0.155408915,0.023860873,0.005786419,15.84932078,0.158493208,44.57943938,104.2440356,0.235061537,74.43191712,45.44698704,55.42056572,130.8175012,157.5866129,40.41676279,148.2868454,Rookery Bay
30,0.253203232,0.139784287,0.273223266,0.026039492,0.005695327,15.93983786,0.159398379,42.14607026,103.6755872,0.24741236,73.94728061,44.90360703,57.85393448,143.7367728,157.704686,40.53483595,147.7158645,Rookery Bay
31,0.257721947,0.143451368,0.341278799,0.02772159,0.004494473,15.02707847,0.150270785,38.92691061,102.8051283,0.266325264,69.06084953,44.11470525,61.07310234,163.5201356,148.8422484,31.67239836,126.8375503,Rookery Bay
32,0.251841239,0.161064783,0.192759029,0.018324108,0.004037705,14.00615893,0.140061589,49.61430074,105.2359983,0.213508929,68.38150216,46.46234626,50.38570582,108.2729306,142.6458296,25.47597953,112.8961004,Rookery Bay
33,0.262012784,0.152282994,0.260892465,0.009609912,0.006012465,15.41653784,0.154165378,72.07517207,108.1494891,0.150207001,79.7219382,50.09788168,27.92484573,42.05751189,158.9980757,41.82822566,158.5246421,Rookery Bay
34,0.273704483,0.167101276,0.374367489,0.016908736,0.006156948,16.27050817,0.162705082,55.77917592,106.2710234,0.191020604,79.65326315,47.59939048,44.22082854,84.74958022,164.5877083,47.41785818,166.544914,Rookery Bay
35,0.330706845,0.167684748,0.146811326,0.024925854,0.006075523,16.46471194,0.164647119,44.23180681,104.1725834,0.236613919,76.88774205,45.37513032,55.76819516,132.4413351,163.2163941,46.04654402,159.6631396,Rookery Bay
36,0.29081369,0.153896451,0.267471628,0.027180336,0.004372273,14.91970613,0.149197061,39.31826879,102.9135917,0.263968611,68.77922385,44.21217492,60.68174262,161.0550193,148.0900557,30.92020565,125.2195708,Rookery Bay
37,0.28165204,0.168610604,0.226749183,0.027154373,0.006018762,16.43598965,0.164359897,41.68194791,103.5660834,0.249791509,75.83206108,44.79932734,58.31805407,146.2254257,162.0110929,44.84124278,156.0917702,Rookery Bay
38,0.247719188,0.155094781,0.233625766,0.017387137,0.006438465,16.13467692,0.161346769,54.69561376,106.1082161,0.194557907,78.7758515,47.41084322,45.3043885,88.44969073,162.5680191,45.39816898,161.2738367,Rookery Bay
39,0.280963099,0.160672274,0.081765011,0.019368726,0.006500019,16.17952823,0.161795282,51.4189815,105.5797975,0.206039008,78.03336865,46.81933632,48.58102101,100.4592105,162.084103,44.91425287,159.0136325,Rookery Bay
40,0.257404974,0.158911734,0.418520826,0.021743367,0.005765095,16.10407131,0.161040713,47.77305237,104.9133862,0.220518427,76.53169825,46.11477362,52.22695495,115.6050412,161.2356296,44.06577949,157.8206926,Rookery Bay
41,0.279184609,0.167993832,0.429745269,0.01963602,0.004795063,15.13581655,0.151358166,49.35631004,105.2059533,0.214161895,72.88675083,46.42260895,50.64370341,108.9559418,153.1761606,36.00631052,141.9143657,Rookery Bay
42,0.282043037,0.15104002,0.380335302,0.029068305,0.004395838,15.14522273,0.151452227,37.77400806,102.4702746,0.273600701,69.06443784,43.81850326,62.22600405,171.1304262,149.6333511,32.46350098,128.7329619,Rookery Bay
43,0.254783024,0.187732179,0.267641716,0.017553454,0.006020017,15.90767194,0.159076719,54.05553935,106.0087289,0.196719615,77.57754424,47.29750422,45.94446782,90.71088624,160.6669828,43.49713275,158.0806154,Rookery Bay
44,0.259553559,0.141351314,0.439287505,0.027184938,0.004651171,15.28025756,0.152802576,39.88011103,103.0779521,0.260397587,70.40070354,44.35721794,60.11990356,157.3196344,151.5740917,34.40424161,134.3133111,Rookery Bay
45,0.271859669,0.154326082,0.474749499,0.02413128,0.005232412,15.82753352,0.158275335,44.21457462,104.1632359,0.236817351,74.16614308,45.36813214,55.78544086,132.6541155,157.9711774,40.80132728,150.50567,Rookery Bay
46,0.270807535,0.164198766,0.385810591,0.028894526,0.005934169,16.68646693,0.166864669,40.27114479,103.2038125,0.257662667,76.31293302,44.46495097,59.72885709,154.4588543,164.0027194,46.83286927,159.6494181,Rookery Bay
47,0.258544761,0.149484058,0.35795655,0.02324851,0.00589042,16.18737016,0.161873702,45.88187629,104.5298133,0.228852315,76.27659914,45.72689781,54.11812678,124.3225014,161.2832953,44.11344523,156.8232317,Rookery Bay
48,0.275073297,0.169990842,0.262109132,0.02101343,0.005345325,15.47618579,0.154761858,47.82211054,104.9171434,0.220437026,73.89049471,46.12117095,52.17790606,115.5198824,155.4739649,38.30411478,145.6989319,Rookery Bay
49,0.30004506,0.154124057,0.287275801,0.018178408,0.005753153,15.85189819,0.158518982,52.88403412,105.8223882,0.200768403,76.98625611,47.08754963,47.11597759,94.94601507,160.1582121,42.988362,157.297073,Rookery Bay
50,0.264155144,0.167977683,0.323694666,0.018602764,0.005352247,15.4069641,0.154069641,51.46444927,105.5828217,0.205973703,74.66518456,46.82499306,48.53556936,100.3908817,155.7929605,38.62311041,147.7082473,Rookery Bay
51,0.281610874,0.166762399,0.079949752,0.018419183,0.005239493,14.97902179,0.149790218,51.07873098,105.5115896,0.207521391,72.78431393,46.75002293,48.92128801,102.0098013,151.4861796,34.31632954,136.7713379,Rookery Bay
52,0.261814774,0.126639768,0.007675926,0.021756966,0.005531584,15.12910394,0.151291039,46.20487808,104.5839916,0.227675425,72.02067232,45.78643991,53.79513529,123.0914338,151.2363736,34.06652357,133.6670035,Rookery Bay
53,0.281155676,0.133945376,0.34475923,0.020707592,0.006528169,16.78041563,0.167804156,50.28920002,105.3860328,0.210248987,80.30279273,46.60854462,49.71080257,104.8629546,167.7658648,50.5960147,169.9196126,Rookery Bay
54,0.259349637,0.139014749,0.178274974,0.021995887,0.005104817,15.0556817,0.150556817,45.75730432,104.489606,0.229726298,71.53696684,45.69250874,54.24271428,125.2366921,150.8946695,33.72481944,133.7372877,Rookery Bay
55,0.267395289,0.115362894,0.467849365,0.028451434,0.00542583,16.15018311,0.161501831,39.91366696,103.1016629,0.259882252,73.93947568,44.37409924,60.08634104,156.7805893,159.2284412,42.0585911,150.7676667,Rookery Bay
56,0.283087552,0.193151242,0.310653739,0.017720147,0.004960771,15.08437171,0.150843717,52.46236686,105.7478358,0.202388299,73.55524481,47.00755435,47.53764783,96.64046273,153.2625952,36.09274507,142.6729104,Rookery Bay
57,0.282442667,0.163124492,0.220150835,0.021074643,0.00489639,15.01208826,0.150120883,46.98458298,104.7445227,0.224187577,71.70769533,45.94776864,53.01543256,119.4430541,151.1005642,33.93071413,135.3094178,Rookery Bay
58,0.271435266,0.141316626,0.119025962,0.022592385,0.006433199,16.26837871,0.162683787,46.86119242,104.7321956,0.224455086,76.98596243,45.92997458,53.13881015,119.7228908,161.6893702,44.51952014,156.6471671,Rookery Bay
59,0.279097192,0.183773303,0.199075534,0.024704049,0.004722767,15.03046768,0.150304677,42.25917825,103.6891672,0.247117554,70.26926635,44.92126716,57.74083652,143.4283865,149.9179286,32.7480785,130.7132371,Rookery Bay
60,0.273340214,0.146873488,0.467244227,0.024309978,0.005925437,16.55880481,0.165588048,45.11955937,104.3698267,0.232328353,77.58751908,45.56737145,54.88044232,127.9585261,164.6857104,47.51586028,163.4319361,Rookery Bay
61,0.271149066,0.152531138,0.308626984,0.009953093,0.005332388,14.9115165,0.149115165,70.3580481,107.9890987,0.153691779,77.03531597,49.85681837,29.641967,45.7026803,154.3798561,37.21000602,148.6733413,Rookery Bay
62,0.250488848,0.13991877,0.468363633,0.018457992,0.006022395,16.21548152,0.162154815,52.97263201,105.8386112,0.200415767,78.60699248,47.10468913,47.02737345,94.57715542,163.5089496,46.33909949,163.8042473,Rookery Bay
63,0.265386669,0.131033259,0.190889592,0.012461719,0.006259607,15.64258091,0.156425809,64.37619127,107.3727205,0.167083849,79.05542746,48.98295207,35.62381796,59.71112837,159.8008434,42.63099327,158.1923377,Rookery Bay
64,0.250172141,0.149470206,0.158121191,0.011600638,0.006392407,15.62152876,0.156215288,66.56851411,107.6112036,0.161902228,79.47860289,49.31066266,33.43149374,54.29102398,159.784635,42.61478495,158.2683795,Rookery Bay
65,0.281514064,0.159522801,0.528042095,0.02253758,0.005445817,16.11203681,0.161120368,46.70414198,104.7003038,0.225148261,76.19529425,45.89773907,53.29587069,120.447957,161.3999676,44.2301175,158.5982107,Rookery Bay
66,0.288295759,0.15301681,0.293016393,0.022763932,0.00537376,15.66922395,0.15669224,45.70666008,104.4878462,0.229764432,74.02393174,45.6871566,54.29335443,125.2765859,156.7100003,39.54015022,147.799616,Rookery Bay
67,0.279452166,0.182603495,0.23936108,0.027672527,0.006196464,16.69620089,0.166962009,41.52378039,103.5287365,0.250602966,76.86341322,44.7637724,58.47622192,147.0742293,164.2782839,47.10843383,160.1690698,Rookery Bay
68,0.281428943,0.151800255,0.377876152,0.019990083,0.004866596,15.1311816,0.151311816,48.79732401,105.1012415,0.216437026,72.71549913,46.31308516,51.20269051,111.3357844,152.8802735,35.71042347,140.7620526,Rookery Bay
69,0.267343787,0.138077881,0.344498551,0.024510614,0.004962557,15.32986989,0.153298699,42.96812102,103.8666184,0.243262095,71.71089574,45.08657736,57.03189665,139.395477,152.8783743,35.70852422,138.276026,Rookery Bay
70,0.267837584,0.143607073,0.155642608,0.024817533,0.005805031,15.84525727,0.158452573,43.4083484,103.9768371,0.240866998,74.01922002,45.1892486,56.59165538,136.8901608,157.0981293,39.92827919,146.5864539,Rookery Bay
71,0.248690995,0.140227769,0.320695337,0.022365045,0.006402659,16.5217419,0.165217419,47.55669345,104.8732778,0.221389754,78.28814955,46.07263175,52.44330901,116.5164762,164.4933378,47.32348768,162.8187886,Rookery Bay
72,0.291091189,0.17513684,0.225122374,0.015696667,0.005953026,15.80947923,0.158094792,57.40146079,106.5011263,0.186021257,78.04470136,47.87360669,42.59855019,79.5201306,160.5380734,43.36822335,158.9512726,Rookery Bay
73,0.24896927,0.138311507,0.418988943,0.013809502,0.005339935,15.17780464,0.151778046,60.4729117,106.9060359,0.177223843,76.01063569,48.37459699,39.52710596,70.31780693,155.4921164,38.32226628,149.4745769,Rookery Bay
74,0.274939468,0.153581267,0.12545154,0.028813964,0.004797762,15.13773308,0.151377331,38.0106041,102.5388495,0.272110883,69.17841132,43.87920361,61.98941318,169.5720336,149.1548104,31.98496035,126.4370265,Rookery Bay
75,0.285900785,0.152135922,0.504589892,0.01945547,0.00621934,16.77613321,0.167761332,52.20194892,105.7145147,0.203111956,80.86466093,46.96567672,47.798053,97.39744176,168.7031996,51.5333495,173.1833623,Rookery Bay
76,0.269989305,0.156368428,0.193044281,0.021772502,0.005118459,15.15049464,0.151504946,46.2196723,104.5887894,0.227571313,72.0574737,45.79053604,53.7803463,122.9825231,151.980919,34.81106889,136.7956775,Rookery Bay
77,0.277442907,0.168921106,0.255374476,0.015928377,0.004754687,14.66323873,0.146632387,55.13116731,106.1647488,0.193329839,72.4867163,47.48136132,44.86884432,87.16509054,149.8355393,32.66568922,134.6481488,Rookery Bay
78,0.279532028,0.145738422,0.155709765,0.017423372,0.004465477,14.33077537,0.143307754,51.74504827,105.6183663,0.205201194,70.25892359,46.86990835,48.25496144,99.58282738,145.9935291,28.82367902,123.1238585,Rookery Bay
79,0.262475323,0.173368119,0.362632894,0.019874533,0.005538222,15.7257851,0.157257851,49.92687759,105.3153691,0.211784607,75.57682321,46.53590043,50.07313656,106.4692379,158.3635727,41.19372262,152.8136987,Rookery Bay
80,0.265101704,0.153003199,0.407649329,0.01678843,0.00493588,15.01717303,0.15017173,54.0484648,106.0019841,0.196866331,73.6925501,47.29291151,45.95154914,90.86434733,152.9906897,35.82083964,142.4887419,Rookery Bay
81,0.295175935,0.13418883,0.311117064,0.017278659,0.004124376,14.24686687,0.142468669,51.8676096,105.6387492,0.204758257,69.90785307,46.89239928,48.13239722,99.11950798,145.5732115,28.40336141,122.7848122,Rookery Bay
82,0.265156188,0.150605453,0.436696262,0.026626693,0.004987592,15.61437613,0.156143761,40.99759059,103.3816376,0.253799403,72.1561929,44.6319701,59.00242695,150.4177652,154.9347509,37.76490085,142.4872425,Rookery Bay
83,0.259328596,0.1348768,0.484946094,0.021698249,0.004134132,14.5668143,0.145668143,45.36727416,104.3991908,0.231690508,69.37176145,45.60582851,54.63273378,127.2913171,147.0327245,29.86287443,125.2249075,Rookery Bay
84,0.294079098,0.153587944,0.400410961,0.018882146,0.005675048,15.9830025,0.159830025,51.91302738,105.6630636,0.204230105,77.26515733,46.91064523,48.08698482,98.56704119,161.3368792,44.16702908,159.7769099,Rookery Bay
85,0.279578962,0.144662214,0.321556247,0.018940471,0.005025866,15.12811634,0.151281163,50.45745299,105.4048827,0.209839771,73.19393381,46.6340161,49.54256319,104.434888,153.1073194,35.93746933,141.4715497,Rookery Bay
86,0.270847047,0.205151533,0.361583247,0.01807705,0.005813339,16.01611299,0.16016113,53.31415588,105.8926001,0.199242862,77.82143089,47.16569737,46.68585467,93.35026184,161.8557575,44.68590743,160.9869476,Rookery Bay
87,0.286178082,0.146242454,0.215202392,0.017682233,0.00482506,14.75449815,0.147544981,51.9882736,105.665048,0.204187015,72.06415737,46.91822555,48.01173958,98.52196694,149.946517,32.77666691,133.9100974,Rookery Bay
88,0.250364711,0.121854845,0.483707394,0.019573413,0.005517051,15.73821367,0.157382137,50.41742474,105.4033247,0.209873588,75.77159807,46.62968667,49.58259006,104.4702635,158.6553439,41.48549383,153.7118603,Rookery Bay
89,0.281764369,0.17324691,0.05705953,0.020107749,0.006234673,15.94852267,0.159485227,49.91042295,105.3133175,0.21182888,76.57614058,46.53328847,50.08957912,106.5155622,159.6872876,42.51743756,153.9532604,Rookery Bay
90,0.274556355,0.165066247,0.344606929,0.019295843,0.005739275,15.90529742,0.159052974,51.11938024,105.5272727,0.207180438,76.70624863,46.76276086,48.88063065,101.653165,160.2486835,43.07883341,156.9521808,Rookery Bay
91,0.284252305,0.142914046,0.027474439,0.021828433,0.004859346,14.7208917,0.147208917,45.44118862,104.4157778,0.23133031,70.09498476,45.62193027,54.558827,126.9145325,147.7227322,30.55288212,125.3089722,Rookery Bay
92,0.265379979,0.132731001,0.364726244,0.021422094,0.005143655,15.35695823,0.153569582,47.04548937,104.7615743,0.22381717,73.1449695,45.96303849,52.95452924,119.0555958,154.2917064,37.1218563,143.0151451,Rookery Bay
93,0.280200176,0.127271581,0.325822259,0.017852191,0.005857444,15.85937352,0.158593735,53.45731235,105.9144264,0.198768625,77.18858234,47.19079507,46.54269777,92.85419842,160.2423273,43.07247725,157.3873979,Rookery Bay
94,0.263204732,0.170216522,0.390285057,0.020164421,0.005435039,15.68085004,0.1568085,49.41138747,105.2210848,0.213833186,75.2253792,46.43624706,50.5886282,108.6121016,157.8964105,40.72656038,151.82557,Rookery Bay
95,0.275758704,0.147861019,0.555030415,0.025390538,0.005490239,16.31159569,0.163115957,43.45907267,103.9951317,0.24046964,75.92820791,45.20438619,56.54093649,136.474508,162.1957643,45.02591426,158.7477983,Rookery Bay
96,0.264830837,0.168417927,0.251568886,0.01971685,0.004861513,14.90028932,0.149002893,48.84235074,105.1063219,0.21632664,71.79581781,46.3199237,51.15766376,111.2203182,150.5545001,33.38465005,134.5403734,Rookery Bay
97,0.284929351,0.165650996,0.223124585,0.024036272,0.006832592,17.13157074,0.171315707,46.30700905,104.6239569,0.226806844,80.52277353,45.81877391,53.6929945,122.182887,169.5554874,52.38563731,170.7795971,Rookery Bay
98,0.274744057,0.132574716,0.23540425,0.01925639,0.006086059,15.97798369,0.159779837,51.29113195,105.5569681,0.206535054,77.09713827,46.79494859,48.70887157,100.978086,160.5702737,43.40042357,156.7944509,Rookery Bay
99,0.25924663,0.153270226,0.282842743,0.025295187,0.004651333,14.99099924,0.149909992,41.50438385,103.4993857,0.251240972,69.85290709,44.7447601,58.49563024,147.741586,149.3281223,32.15827221,128.9448417,Rookery Bay
100,0.26434888,0.153584769,0.155749143,0.014329399,0.006494636,15.94683901,0.15946839,60.45234599,106.9061114,0.177221815,79.47687826,48.37289366,39.54765619,70.31570335,161.8654906,44.69564055,161.2272635,Rookery Bay
101,0.271754482,0.185488704,0.327917072,0.021980672,0.002998941,13.53988707,0.135398871,43.23638366,103.8884852,0.242786603,64.72461055,45.12235434,56.76361848,138.8981175,137.2459648,20.07611473,94.59261439,Rookery Bay
102,0.272119945,0.124085166,0.340401765,0.016844792,0.005608095,15.53971418,0.155397142,54.77230384,106.1171002,0.194365223,76.15517352,47.42262455,45.22771221,88.24812298,157.6386414,40.46879135,152.478457,Rookery Bay
103,0.280103535,0.126945068,0.308938017,0.02639369,0.00493504,15.37712979,0.153771298,40.88152405,103.3467019,0.254558468,71.172561,44.60142596,59.1184938,151.2117666,152.5869592,35.41710913,136.6660104,Rookery Bay
104,0.262355825,0.187371593,0.307371687,0.025129688,0.00416363,14.63767411,0.146376741,41.12595697,103.3946378,0.253516733,68.30885685,44.65059017,58.8740521,150.1220957,146.24313,29.07327988,121.1538036,Rookery Bay
105,0.256477085,0.156718985,0.284260411,0.014130445,0.004757049,14.52097212,0.145209721,58.70901075,106.6721314,0.182305782,72.7601901,48.08607442,41.29100017,75.6336507,149.1116784,31.94182829,133.4302114,Rookery Bay
106,0.274155558,0.158165468,0.454989722,0.019026122,0.006574452,17.00582224,0.170058222,53.225735,105.8817356,0.199478718,82.22490859,47.15174485,46.77426755,93.59698235,170.8073282,53.63747816,176.4174567,Rookery Bay
107,0.278770351,0.169274172,0.338491461,0.020641442,0.006733143,17.07065783,0.170706578,50.82004833,105.4802909,0.208201028,81.76937498,46.70948975,49.1799547,102.7207371,170.5520401,53.38219006,174.674664,Rookery Bay
108,0.264317673,0.158878616,0.258345229,0.020315358,0.005339081,15.36192412,0.153619241,48.67179921,105.0794569,0.216910415,73.67531394,46.28951294,51.3282181,111.8309582,154.5796259,37.40977579,143.7967691,Rookery Bay
109,0.25416842,0.144479318,0.309059938,0.007305914,0.005920706,15.23881592,0.152388159,79.91426525,108.7937979,0.136208006,80.48309674,51.14640414,20.0857557,27.4142079,158.2571023,41.08725219,158.2719575,Rookery Bay
110,0.287071553,0.156039507,0.224055119,0.026282928,0.006173536,16.54188694,0.165418869,42.78919631,103.8382978,0.243877039,76.69629457,45.05459648,57.2108059,140.0387416,163.2971062,46.12725616,158.8866327,Rookery Bay
111,0.259572851,0.170431935,0.408534228,0.018090935,0.00542514,15.57638111,0.155763811,52.60316161,105.7749289,0.201799714,75.70238689,47.03556513,47.39685607,96.02478513,157.716423,40.54657287,152.4956832,Rookery Bay
112,0.270641834,0.164357047,0.454292165,0.02214393,0.006118811,16.65606886,0.166560689,48.0675046,104.9739923,0.219201487,79.0177392,46.17568945,51.93249729,114.2274949,166.3962011,49.226351,167.5254644,Rookery Bay
113,0.253449214,0.147021678,0.099101684,0.020675229,0.004147441,14.09007602,0.14090076,46.03288697,104.5296309,0.228856401,67.74739829,45.73964696,53.96712102,124.3267702,142.3773667,25.20751662,110.6429336,Rookery Bay
114,0.274439634,0.156188251,0.442462008,0.020343017,0.004239116,14.62202135,0.146220214,47.42269543,104.82766,0.222381054,70.20278962,46.03424217,52.577313,117.5533936,148.0893078,30.91945775,128.7625121,Rookery Bay
115,0.281268664,0.156520591,0.324371138,0.021475276,0.006268284,16.55455098,0.16554551,48.83983092,105.1204253,0.216019903,78.83801912,46.32805254,51.16017121,110.8994775,165.4150479,48.24519785,165.521683,Rookery Bay
116,0.280881837,0.149015845,0.439440703,0.015281085,0.00479764,14.90295216,0.149029522,56.83806423,106.4170817,0.187847334,73.90417861,47.77593032,43.16194744,81.4302525,152.6144961,35.44464606,142.6158633,Rookery Bay
117,0.261538303,0.127098273,0.502173345,0.024673221,0.004955158,15.52362531,0.155236253,43.08034729,103.8968787,0.242604618,72.52066241,45.11402935,56.91967016,138.7077391,154.8732304,37.7033803,143.3765953,Rookery Bay
118,0.276762206,0.147660912,0.344627065,0.023416503,0.005910956,16.27770378,0.162777038,45.80578197,104.5145539,0.229183837,76.63231174,45.71139423,54.19422017,124.6692828,162.1342339,44.96438377,158.5460998,Rookery Bay
119,0.294019156,0.174344046,0.30879346,0.02163544,0.00549837,15.82836705,0.15828367,47.49388619,104.8562557,0.221759861,75.26204201,46.05721477,52.50612687,116.9036057,158.7260537,41.55620366,152.8612139,Rookery Bay
120,0.321952518,0.141603292,0.288371615,0.020358633,0.005387689,15.67065733,0.156706573,49.1014718,105.1636524,0.215081048,75.08557322,46.37589253,50.89854439,109.9173956,157.7652338,40.59538373,151.5362296,Rookery Bay
121,0.253274318,0.127250367,0.268152347,0.016614143,0.004675193,14.49654012,0.144965401,53.52114759,105.913035,0.198798881,71.39927992,47.19540734,46.47886357,92.88584634,147.8590944,30.68924431,128.6964277,Rookery Bay
122,0.243118291,0.166812013,0.274747068,0.016527579,0.00575368,15.50603342,0.155060334,55.31247491,106.198129,0.192604642,76.1697583,47.51653995,44.68753923,86.40651338,157.2332282,40.06337811,151.2788574,Rookery Bay
123,0.282729147,0.16601838,0.387849852,0.013613554,0.005027711,15.00162843,0.150016284,60.65818806,106.928681,0.176731721,75.26394518,48.40376604,39.34182538,69.80304031,154.1069201,36.93707001,146.8372866,Rookery Bay
