Simunation No.,fc1 (g/g),fc2 (g/g),fc3 (g/g),si (g/cm2/yr),r0 (g/cm2),Total Accretion (cm),Mean Accretion (cm/yr),Mean OM%,Mean OM Density (mg/cm3),Mean BD (g/cm3),C_Seq (g/m2/yr),OC Density (mg/cm3),IM(%),IM Density (mg/cm3),Necromass (Mg/ha),Root Necromass (Mg/ha),Root Necromass Projected Up to 40 cm (Mg/ha),Sites
227,0.292394377,0.158584241,0.29090549,0.017926032,0.005766898,15.83264273,0.158326427,53.2884735,105.8874148,0.199355554,77.01845424,47.16044374,46.71153825,93.46813869,160.0477966,42.87794654,157.142407,Rookery Bay
228,0.276998563,0.139199228,0.461010181,0.028028441,0.005512587,16.29949584,0.162994958,40.56687153,103.2785015,0.256039993,74.80621707,44.53430214,59.43313496,152.7614918,160.8766883,43.70683825,154.4674876,Rookery Bay
229,0.275903273,0.16159046,0.378019975,0.026559109,0.005868477,16.49332696,0.16493327,42.41388671,103.747783,0.245843667,76.33258259,44.96910871,57.58611499,142.0958842,163.0839089,45.91405887,159.0783227,Rookery Bay
230,0.273732426,0.145475283,0.276253071,0.015392386,0.006418162,16.20975953,0.162097595,58.61158939,106.6676713,0.182402466,80.16651616,48.07514336,41.38841269,75.73479499,164.2619023,47.09205217,166.0031482,Rookery Bay
231,0.283294146,0.158264777,0.248699556,0.014148014,0.004000254,13.91658334,0.139165833,57.67766117,106.5259398,0.185481987,69.96928439,47.91180027,42.32234415,78.95604727,143.5704287,26.40057864,118.0369186,Rookery Bay
232,0.262993584,0.141476242,0.343231035,0.016721369,0.004898407,14.85927823,0.148592782,53.91657834,105.9797101,0.197350274,73.0022141,47.26850884,46.08343521,91.37056373,151.3908526,34.2210025,138.2652048,Rookery Bay
233,0.289491829,0.121153936,0.1336909,0.019541872,0.005879754,15.65081717,0.156508172,50.32308547,105.3851545,0.210268211,75.41299866,46.61090928,49.67692273,104.8830563,157.2698897,40.10003961,149.4742672,Rookery Bay
234,0.283064804,0.186114199,0.536268031,0.02413832,0.006329977,17.30959525,0.173095953,46.45505027,104.6550772,0.226130654,81.33830027,45.84978428,53.54495205,121.4755765,172.0987475,54.92889745,176.6304041,Rookery Bay
235,0.256084679,0.150594117,0.474185835,0.021867621,0.005886667,16.31916211,0.163191621,47.93325825,104.9461466,0.219806562,77.50709028,46.14779003,52.06674613,114.8604151,163.2860339,46.11618382,161.8839653,Rookery Bay
236,0.279993153,0.133628762,0.38886147,0.014764616,0.004273273,14.29780429,0.142978043,56.94640235,106.427291,0.187625403,71.37001258,47.79119369,43.05360485,81.19811251,147.043824,29.87397394,128.1937373,Rookery Bay
237,0.260811974,0.15215854,0.322702395,0.024924161,0.004981866,15.33658266,0.153365827,42.48650723,103.7505714,0.245783487,71.57700613,44.97693797,57.51351068,142.0329158,152.7428395,35.57298944,137.6656016,Rookery Bay
238,0.288564334,0.14691622,0.265844879,0.023495481,0.004656817,14.97456767,0.149745677,43.65063222,104.0210591,0.239906417,70.498515,45.23602969,56.34938123,135.8853579,149.9382966,32.76844656,131.5184189,Rookery Bay
239,0.264826237,0.166792958,0.287881297,0.02654571,0.00643801,16.87504564,0.168750456,42.99538009,103.8899046,0.242755778,78.19112864,45.10267307,57.00462266,138.8658735,166.3174209,49.1475708,164.2563927,Rookery Bay
240,0.281846358,0.161591193,0.3287793,0.026346385,0.00474987,15.29215632,0.152921563,40.80004434,103.3241991,0.255047337,70.78932186,44.58118027,59.19997128,151.7231379,151.9430691,34.77321901,135.4513043,Rookery Bay
241,0.258735417,0.160522092,0.478074805,0.017273922,0.005099671,15.29573468,0.152957347,53.60232742,105.9341319,0.198340629,74.75699203,47.21479548,46.39768877,92.40649692,155.5242918,38.35444173,148.3838341,Rookery Bay
242,0.264664403,0.144182902,0.431508903,0.020007894,0.005323372,15.58378846,0.155837885,49.4972722,105.2360988,0.21350702,74.83420315,46.45243893,50.50274532,108.2709208,157.0841462,39.91429614,150.2447366,Rookery Bay
243,0.289884777,0.155986107,0.214043138,0.018770543,0.004969499,14.96820459,0.149682046,50.47578837,105.4061753,0.209811668,72.54038696,46.63634187,49.52422706,104.4054932,151.5564568,34.38660669,137.5098933,Rookery Bay
244,0.275190824,0.160314604,0.390486055,0.021709842,0.00451542,14.8930287,0.148930287,45.8893272,104.5165463,0.229140774,70.85716102,45.71968432,54.11068399,124.6242275,150.0335713,32.86372124,133.0187644,Rookery Bay
245,0.290897121,0.153846511,0.394526334,0.028241447,0.003832509,14.6265099,0.146265099,37.77024551,102.4548704,0.273935263,67.04269585,43.80907368,62.22976144,171.4803928,145.1622653,27.99241523,117.2918086,Rookery Bay
246,0.262819101,0.158597155,0.388230314,0.016775037,0.005452299,15.4910414,0.154910414,54.82806351,106.1254172,0.194184585,75.94684319,47.43229051,45.1719552,88.05916736,157.3572815,40.18743145,152.2454789,Rookery Bay
247,0.257844761,0.185512528,0.337995155,0.022020306,0.004855951,15.13749777,0.151374978,45.85766405,104.5131993,0.229213599,71.86200524,45.71500802,54.14235128,124.7003996,152.0675889,34.89773877,137.6025457,Rookery Bay
248,0.249361745,0.13907444,0.217168977,0.018094638,0.004603806,14.44879256,0.144487926,50.75793388,105.4490347,0.20888034,70.48845045,46.68571403,49.24207716,103.4313054,146.7867804,29.61693034,124.9064092,Rookery Bay
249,0.247355065,0.152491047,0.280668866,0.01307485,0.005696544,15.26955307,0.152695531,62.33166419,107.1347451,0.172254651,76.88348869,48.66812428,37.66835482,65.11990599,156.3298325,39.15998247,151.0221036,Rookery Bay
250,0.264556133,0.144423103,0.272596344,0.026186959,0.00574429,16.05698964,0.160569896,42.16134908,103.6809644,0.247295497,74.43280387,44.90808834,57.83865435,143.6145322,158.8113569,41.64150681,150.1137532,Rookery Bay
251,0.269001535,0.14725551,0.236472265,0.020938643,0.006356531,16.34736016,0.163473602,49.29033759,105.2029571,0.214226717,78.09385753,46.41522185,50.70966471,109.0237597,163.3513448,46.18149468,161.2919015,Rookery Bay
252,0.289843397,0.172757297,0.15492595,0.017736707,0.004481139,14.43095744,0.144309574,51.35426685,105.553066,0.206619989,70.55582572,46.79801534,48.64574283,101.0669233,146.9035901,29.73374005,125.7677041,Rookery Bay
253,0.290074921,0.186663835,0.312006405,0.021849019,0.004232772,14.62671526,0.146267153,45.25746769,104.3763061,0.232187751,69.58509744,45.58294444,54.74254112,127.8114446,147.4845524,30.31470236,126.2579689,Rookery Bay
254,0.268912928,0.162896058,0.239497411,0.022621427,0.005583354,15.71136138,0.157113614,45.96049359,104.5416265,0.228595838,74.29969655,45.74057671,54.03951711,124.0542111,156.9431001,39.77325,147.8911788,Rookery Bay
255,0.288092841,0.118750286,0.437732563,0.011739211,0.005604802,15.49180122,0.154918012,66.04205291,107.5552668,0.163117872,78.70472598,49.23275234,33.95796657,55.56260508,159.3831426,42.21329248,159.3477658,Rookery Bay
256,0.269182157,0.149628514,0.305557012,0.021031029,0.004700996,14.88083866,0.148808387,46.83330372,104.7120247,0.224893607,71.11553826,45.91566855,53.16670935,120.1815825,149.970393,32.80054295,132.6749408,Rookery Bay
257,0.270286749,0.164304449,0.198252,0.020413864,0.00482058,14.83763902,0.14837639,47.67153235,104.8792091,0.221261178,71.20536654,46.0859154,52.32848199,116.3819687,149.6334481,32.463598,131.6916812,Rookery Bay
258,0.257338542,0.132434423,0.249475756,0.02676033,0.004498009,14.84633766,0.148463377,39.64770474,103.0026176,0.262034355,68.63650805,44.29287596,60.35230806,159.0317377,147.3359148,30.16606475,122.8438706,Rookery Bay
259,0.265118716,0.143063161,0.400378661,0.018336204,0.005294776,15.41709114,0.154170911,51.93046776,105.66202,0.204252946,74.83135781,46.91151169,48.06955113,98.59092621,156.0917038,38.9218537,148.7420709,Rookery Bay
260,0.251463458,0.173942397,0.131482459,0.027148068,0.006424382,16.50463019,0.165046302,41.78851911,103.5927845,0.249211388,76.18752642,44.82419268,58.2114837,145.6186037,162.1790895,45.00923939,155.4143629,Rookery Bay
261,0.262440266,0.155000652,0.286400997,0.023479639,0.005150798,15.37798276,0.153779828,44.31806743,104.1799678,0.236453869,72.37074874,45.38683917,55.68195029,132.2739016,153.6000585,36.43020842,140.1825759,Rookery Bay
262,0.282807802,0.11946659,0.406256005,0.016080146,0.005862605,15.91301847,0.159130185,56.80692423,106.4180822,0.187825603,78.33363762,47.7738705,43.19308767,81.40752034,161.5810132,44.41116309,161.3176926,Rookery Bay
263,0.277216019,0.196323126,0.251413561,0.021254678,0.00594553,16.13065622,0.161306562,48.50326185,105.0542979,0.217456719,76.88982177,46.26028593,51.4967422,112.402421,161.4881865,44.31833644,158.1643627,Rookery Bay
264,0.272580438,0.135206022,0.442329093,0.015528873,0.006762984,16.92411599,0.16924116,59.3786154,106.7704373,0.180169658,83.63916275,48.20122984,40.62138732,73.39922054,171.2228769,54.05302684,178.590622,Rookery Bay
265,0.247199501,0.145487553,0.193459472,0.021509889,0.004913014,14.85217454,0.148521745,46.10142866,104.5591263,0.22821575,70.81316804,45.76292534,53.89858746,123.6566242,149.1902471,32.02039701,129.640905,Rookery Bay
266,0.270562738,0.176049406,0.507740817,0.019637909,0.004291878,14.73134635,0.147313463,48.68991786,105.0763134,0.216978497,71.00247055,46.28919835,51.31009078,111.9021831,149.5005747,32.33072461,133.0929144,Rookery Bay
267,0.243542499,0.126419672,0.255016592,0.020838507,0.005631299,15.50330359,0.155033036,48.11804728,104.9744734,0.219191287,74.12255158,46.18027546,51.88196467,114.2168136,155.4665569,38.29670685,145.0167534,Rookery Bay
268,0.265894531,0.159776314,0.340776704,0.017020613,0.006075217,16.06750371,0.160675037,55.26385906,106.1938979,0.192696374,78.61069072,47.50989979,44.73614719,86.50247569,162.5113161,45.34146598,162.2957428,Rookery Bay
269,0.272722803,0.15923991,0.25784477,0.01896435,0.006233849,16.20641941,0.162064194,52.11680605,105.697959,0.203471667,78.33389293,46.94863589,47.88319592,97.7737077,162.9045403,45.73469017,161.6968041,Rookery Bay
270,0.265480817,0.17780557,0.287439845,0.017558452,0.005966499,15.9219731,0.159219731,54.07007024,106.0111312,0.196667445,77.63868869,47.30016201,45.92993792,90.65631385,160.8867012,43.71685113,158.7120862,Rookery Bay
271,0.260821058,0.139981322,0.45523132,0.024172226,0.005069145,15.56076273,0.155607627,43.74495833,104.0525985,0.239221263,72.90663218,45.26271313,56.25505959,135.1686645,155.3393758,38.16952571,144.5012891,Rookery Bay
272,0.258527558,0.161039786,0.163540074,0.02136877,0.005676156,15.55182554,0.155518255,47.42945115,104.8398777,0.222115646,74.11696615,46.0420427,52.57055925,117.2757679,155.6873922,38.51754213,145.1854651,Rookery Bay
273,0.27078209,0.156993373,0.183763857,0.016338553,0.006006919,15.68142483,0.156814248,55.94430136,106.2924111,0.190556025,77.1125289,47.62609835,44.05570788,84.26361427,158.8352015,41.66535141,154.5405901,Rookery Bay
274,0.279997128,0.134098303,0.264612357,0.020625307,0.004325401,14.48707969,0.144870797,46.77530902,104.6935423,0.225295088,69.502596,45.8998005,53.22470035,120.6015456,146.420226,29.25037594,123.3342687,Rookery Bay
275,0.293717782,0.150745561,0.333000822,0.014627246,0.005497674,15.44836294,0.154483629,59.07235759,106.7263195,0.181128641,76.85531569,48.14905787,40.92766207,74.4023214,157.7921354,40.62228534,154.3088151,Rookery Bay
276,0.253972066,0.185623133,0.321032267,0.016971598,0.004383675,14.41701284,0.144170128,52.71852568,105.7826871,0.201630927,70.83631976,47.04997802,47.28148307,95.84824012,147.2100839,30.04023377,127.3377005,Rookery Bay
277,0.282497802,0.189844443,0.173439123,0.019496813,0.005516114,15.48422198,0.15484222,50.13259612,105.3500356,0.211031425,74.62551313,46.57391859,49.86741906,105.6813898,156.0047697,38.83491958,147.3476732,Rookery Bay
278,0.289680836,0.142987491,0.328861028,0.022309634,0.004656833,14.9972359,0.149972359,45.23670593,104.3779815,0.232151453,71.08764156,45.58216666,54.76330704,127.7734716,150.701181,33.53133089,134.2326637,Rookery Bay
279,0.29050576,0.131422018,0.381898818,0.01790949,0.00479829,14.96405001,0.1496405,51.93470944,105.6587843,0.204323099,72.89900408,46.9099604,48.06530338,98.66431482,152.1064259,34.93657583,139.901269,Rookery Bay
280,0.300105965,0.15793851,0.327206353,0.021129667,0.003938725,14.33420015,0.143342001,45.782964,104.4838871,0.229850249,68.569228,45.69131377,54.21704239,125.3663624,145.035417,27.86556695,119.7860996,Rookery Bay
281,0.277618224,0.14111366,0.42374004,0.018923037,0.005325947,15.56526119,0.155652612,51.18927309,105.5371111,0.206966869,75.24766127,46.77452897,48.81074545,101.4297577,157.3619615,40.19211145,151.4702632,Rookery Bay
282,0.254532656,0.177374269,0.196505925,0.020145439,0.00457871,14.57800088,0.145780009,47.64759562,104.8703365,0.221453884,70.142423,46.07863047,52.35241587,116.5835477,147.2899788,30.12012869,125.545569,Rookery Bay
283,0.2820527,0.146394691,0.445259473,0.019075769,0.006223151,16.60145143,0.166014514,52.54350414,105.7702855,0.201900209,80.19137508,47.02774249,47.45649778,96.12992322,167.0266483,49.85679819,170.1353877,Rookery Bay
284,0.268813374,0.149199586,0.544878619,0.021455963,0.006189286,16.83785133,0.168378513,49.30095548,105.2074991,0.214128024,80.22092663,46.41881215,50.69904649,108.9205253,168.5146582,51.34480815,171.8314935,Rookery Bay
285,0.274994946,0.165722515,0.246056275,0.01730944,0.005751789,15.63866091,0.156386609,54.07463111,106.0102147,0.19668748,76.40359833,47.30000736,45.92538193,90.67726498,158.2915231,41.12167304,153.4182049,Rookery Bay
286,0.264476334,0.17340061,0.3995823,0.021915634,0.003401669,13.90275993,0.139027599,43.94844753,104.0666308,0.238916019,66.32487815,45.28834129,56.05155605,134.8493886,140.707632,23.53778197,106.3308605,Rookery Bay
287,0.295954023,0.134357682,0.294888054,0.015294733,0.006595011,16.52592019,0.165259202,59.27468302,106.7562469,0.180477967,81.77752991,48.18398808,40.72531937,73.7217203,167.3831944,50.21334433,171.9170886,Rookery Bay
288,0.290671647,0.143147756,0.311199453,0.021295214,0.005282024,15.52266241,0.155226624,47.49134586,104.8526873,0.221837502,73.97381669,46.05488718,52.50867152,116.9848152,155.9242955,38.75444538,146.8477658,Rookery Bay
289,0.244746572,0.131261134,0.268866476,0.027912804,0.00424319,14.66688752,0.146668875,38.16616872,102.5725166,0.271379223,67.39717659,43.91236184,61.83384189,168.8067063,145.2322475,28.06239738,116.5657234,Rookery Bay
290,0.269002551,0.148102541,0.445915509,0.017200738,0.006032614,16.22587411,0.162258741,55.18050458,106.1821538,0.192951557,79.2807771,47.49585668,44.81950224,86.76940305,164.1578063,46.98795622,165.8159841,Rookery Bay
291,0.312478826,0.155195904,0.212071044,0.011835158,0.004586379,14.34756716,0.143475672,64.10124267,107.3367273,0.167865868,73.2116116,48.93825448,35.89876601,60.52914104,148.4850289,31.3151788,133.1818036,Rookery Bay
292,0.24524691,0.151166195,0.401829386,0.018158625,0.004836094,14.90894938,0.149089494,51.41187273,105.5691271,0.20627112,72.53808706,46.81241824,48.58814071,100.7019927,151.3639382,34.19408808,137.6374663,Rookery Bay
293,0.266142523,0.171264958,0.336786535,0.010501637,0.004812781,14.51459487,0.145145949,68.14024936,107.7704961,0.158441284,74.79106991,49.53869751,31.85976043,50.67078785,150.5724781,33.40262799,139.3637577,Rookery Bay
294,0.275398171,0.192580247,0.348455114,0.01774855,0.005759469,15.91240357,0.159124036,53.7237089,105.9570278,0.197843063,77.48319017,47.23867237,46.2763032,91.88603513,160.9776484,43.80779834,159.3564095,Rookery Bay
295,0.2738012,0.18428447,0.227988754,0.010317326,0.004921053,14.50113389,0.145011339,68.67375197,107.8239257,0.157280429,74.85727765,49.61572207,31.3262588,49.45650357,150.3783924,33.20854227,138.6096423,Rookery Bay
296,0.289324834,0.147347461,0.050654254,0.021683949,0.005228956,15.08726888,0.150872689,46.23998128,104.5915676,0.227510941,71.82577939,45.79390839,53.76003696,122.9193737,151.2096105,34.03976046,134.4326419,Rookery Bay
297,0.25521956,0.138396378,0.161078924,0.021318972,0.004789517,14.71003157,0.147100316,46.13812897,104.5643407,0.228102412,70.25078507,45.76913448,53.86188547,123.5380714,147.91794,30.74808996,126.3189216,Rookery Bay
298,0.282592795,0.165913086,0.231224907,0.023769225,0.006008065,16.24978812,0.162497881,45.3145038,104.409266,0.231471448,76.35673355,45.60729512,54.68549803,127.0621825,161.5529248,44.38307469,156.8447816,Rookery Bay
299,0.263788788,0.188652453,0.34980017,0.013964543,0.005484394,15.37319734,0.153731973,60.4190687,106.9001419,0.177351945,76.85709976,48.36652632,39.58095061,70.45180342,157.3060518,40.13620172,153.5191598,Rookery Bay
300,0.285046335,0.160613452,0.265834145,0.021856319,0.004991509,15.21183451,0.152118345,46.20343859,104.5868041,0.227614411,72.28271663,45.78797994,53.79657854,123.0276073,152.7563983,35.58654825,139.1758527,Rookery Bay
301,0.296263616,0.136975365,0.166005748,0.014157559,0.005521703,15.15330071,0.151533007,59.64257428,106.799262,0.179543807,75.72829911,48.24074881,40.35744568,72.74454543,154.848449,37.67859887,147.162634,Rookery Bay
302,0.281627016,0.149258682,0.345825774,0.015150674,0.006551218,16.53888432,0.165388843,59.58922605,106.7972732,0.179586576,81.9179364,48.23503377,40.41077624,72.78930244,167.6430051,50.47315506,172.6176401,Rookery Bay
303,0.286234264,0.153977405,0.166860615,0.016561729,0.005631778,15.37311541,0.153731154,55.03872149,106.1561702,0.193516345,75.52109059,47.46841548,44.96129482,87.36017526,155.9724789,38.80262881,148.4724694,Rookery Bay
304,0.267162094,0.145861067,0.22886521,0.015538738,0.006335017,16.00225528,0.160022553,58.00441718,106.5848696,0.184201538,79.08043465,47.97447473,41.99558558,77.61666851,162.1286887,44.95883863,161.5753171,Rookery Bay
305,0.278798339,0.167556758,0.207760374,0.023214688,0.005082797,15.26812989,0.152681299,44.48109935,104.2148653,0.23569566,71.97702504,45.42135942,55.51891909,131.4807949,152.6392426,35.46939254,137.9563906,Rookery Bay
306,0.294812934,0.160879877,0.08716058,0.025677486,0.004963309,15.15649547,0.151564955,41.33149429,103.4579226,0.252141955,70.4741359,44.70551654,58.66852387,148.6840323,150.5236869,33.35383677,131.3201906,Rookery Bay
307,0.265121053,0.156660572,0.270442489,0.022011407,0.006424024,16.54908017,0.165490802,48.08038339,104.9756446,0.219165603,78.57867153,46.17776308,51.91961909,114.1899582,164.9067708,47.73692074,163.800312,Rookery Bay
308,0.279049696,0.170014851,0.290594146,0.022660303,0.005882613,16.16621723,0.161662172,46.61928787,104.6828111,0.225528108,76.4309671,45.8801704,53.38071587,120.8452966,161.3295505,44.15970044,157.248864,Rookery Bay
309,0.287888106,0.165123373,0.42573402,0.016218702,0.005236583,15.42303304,0.15423033,55.78367703,106.2680165,0.191086261,75.8859349,47.59799281,44.21634044,84.81824411,157.1615457,39.99169557,152.6299499,Rookery Bay
310,0.264827624,0.154294023,0.295449147,0.018733179,0.005263135,15.26070347,0.152607035,51.01215794,105.5034428,0.2076984,73.92184337,46.73953634,48.9878611,102.1949569,154.30151,37.13165988,144.0805524,Rookery Bay
311,0.25488699,0.164852694,0.19713752,0.020254817,0.005380993,15.2713792,0.152713792,48.61659819,105.0676737,0.217166421,73.29429656,46.27784414,51.38341869,112.098747,153.5940975,36.42424746,141.1586714,Rookery Bay
312,0.257995504,0.188461495,0.398031168,0.023462186,0.005019924,15.46368841,0.154636884,44.47759587,104.2176167,0.235635867,72.75235017,45.4226884,55.52242203,131.4182508,154.6858631,37.516013,143.3320949,Rookery Bay
313,0.254502193,0.147275416,0.55663569,0.024194954,0.004918228,15.55080888,0.155508089,43.70218149,104.0429871,0.239430065,72.83623283,45.25338678,56.2978354,135.387078,155.4203592,38.25050909,145.0859419,Rookery Bay
314,0.293509712,0.156917381,0.198443607,0.021890552,0.005278668,15.4080774,0.154080774,46.4706319,104.644562,0.226359485,73.19085161,45.84488927,53.52938505,121.7149232,154.4531392,37.28328915,142.8414009,Rookery Bay
315,0.28001101,0.181095367,0.415030509,0.006740502,0.005018841,14.69082946,0.146908295,81.68520822,108.9226637,0.133407822,78.21278515,51.37340872,18.3148015,24.48515858,153.8450516,36.67520152,149.8373342,Rookery Bay
316,0.283524615,0.157193706,0.318135194,0.01095257,0.005970033,15.66752595,0.156675259,68.42180823,107.8018764,0.157759646,80.0637088,49.58122858,31.57820837,49.95776935,161.1069915,43.93714144,162.7588717,Rookery Bay
317,0.287984879,0.18984795,0.29848573,0.019368239,0.005006046,15.20807067,0.152080707,49.89628974,105.3052601,0.212004296,73.36108059,46.52731701,50.10372633,106.699036,153.79266,36.6228099,143.1145457,Rookery Bay
318,0.26755874,0.142774439,0.213048786,0.015860211,0.006522289,16.1686239,0.161686239,57.61207969,106.5315215,0.185360637,79.72650643,47.90951792,42.38792263,78.82911568,163.483285,46.3134349,163.8356176,Rookery Bay
319,0.248798458,0.113490766,0.239277027,0.016273351,0.005227816,14.8768851,0.148768851,54.79752112,106.1156103,0.194397639,73.34191741,47.42389019,45.2024967,88.28202914,151.3631246,34.19327447,137.532498,Rookery Bay
320,0.306879839,0.176050011,0.173057929,0.019892993,0.005910044,15.9733162,0.159733162,50.28420882,105.3810375,0.210357622,76.76373458,46.60516452,49.71579771,104.9765845,160.4760288,43.30617868,156.7088553,Rookery Bay
321,0.275073732,0.140573997,0.31286543,0.029687389,0.00602638,16.6517119,0.166517119,39.44961016,102.9797965,0.262529928,75.84432265,44.26251437,60.55039193,159.5501314,163.1594213,45.98957117,157.2508868,Rookery Bay
322,0.287875229,0.153628884,0.442826692,0.024711251,0.006028917,16.73812251,0.167381225,44.90419694,104.3240041,0.233323958,78.28296706,45.521934,55.09580492,128.9999542,166.2560468,49.08619668,166.131768,Rookery Bay
323,0.277037949,0.13010019,0.170630573,0.026381771,0.006638818,16.79428591,0.167942859,43.05342088,103.902776,0.24247613,77.88462695,45.11522725,56.94658237,138.5733541,165.2601693,48.09031918,161.7041383,Rookery Bay
324,0.265946716,0.165181386,0.458205707,0.019931072,0.006334308,16.76040688,0.167604069,51.43333248,105.5851932,0.205921766,80.5632885,46.82374938,48.56666967,100.336573,168.1679769,50.99812678,171.6092767,Rookery Bay
325,0.28085831,0.167508415,0.461003373,0.018418133,0.00496067,15.28849764,0.152884976,51.58859565,105.6034806,0.205524749,74.16361521,46.84778234,48.41141923,99.92126842,155.1223189,37.9524688,147.1434217,Rookery Bay
326,0.275771667,0.197453386,0.246369611,0.018024945,0.005032847,15.05365796,0.15053658,51.87803549,105.6498165,0.20451802,73.28002235,46.89983055,48.12198036,98.86820346,152.7113869,35.54153681,140.8563417,Rookery Bay
327,0.259658803,0.160872844,0.42339623,0.021655692,0.00595568,16.32533584,0.163253358,48.23736443,105.0048868,0.218530265,77.63621124,46.20842353,51.76263866,113.5253781,163.3503874,46.18053735,161.9528343,Rookery Bay
328,0.258090633,0.141529146,0.259057423,0.01621548,0.00498748,14.77594682,0.147759468,54.74811903,106.1074227,0.194575451,72.88347314,47.41484219,45.25189545,88.46802789,150.617977,33.44812693,136.1149154,Rookery Bay
329,0.27815538,0.162109663,0.349466612,0.014032815,0.005504762,15.40638665,0.154063867,60.31582278,106.8871945,0.177633265,76.97835504,48.350078,39.68419688,70.74607015,157.6006804,40.43083031,154.1441462,Rookery Bay
330,0.285192617,0.168491756,0.229154427,0.026315572,0.005598305,15.98735041,0.159873504,41.91259963,103.6187334,0.248647684,74.04613454,44.8501034,58.08740691,145.0289508,158.2146339,41.04478379,149.0345701,Rookery Bay
331,0.293317626,0.155508268,0.351437491,0.019693412,0.005067666,15.32455725,0.153245573,49.57065639,105.2471883,0.213266063,73.75373501,46.4652459,50.42936065,108.0188744,154.8064852,37.63663513,145.4067181,Rookery Bay
332,0.250478635,0.156440142,0.259391978,0.028354203,0.005403551,15.77889822,0.157788982,39.44821564,102.9670254,0.262807582,72.27580618,44.25484124,60.55179331,159.8405568,155.3718138,38.20196371,141.6614239,Rookery Bay
333,0.265327178,0.170085832,0.188876348,0.019052909,0.004183605,14.20635911,0.142063591,48.74269106,105.076595,0.216972357,68.94274141,46.29385852,51.25731673,111.8957618,144.2891236,27.1192735,117.6603891,Rookery Bay
334,0.270179662,0.138840909,0.45563706,0.020553372,0.005373198,15.71591905,0.157159191,48.88196396,105.1230604,0.215963004,75.20746696,46.33319559,51.11805235,110.839944,158.1776374,41.00778731,152.4546621,Rookery Bay
335,0.287284032,0.150136738,0.349776088,0.024131657,0.006054095,16.53731121,0.165373112,45.30419277,104.4094612,0.231467208,77.56904092,45.60653264,54.69580912,127.0577464,164.3601471,47.19029704,162.5225247,Rookery Bay
336,0.265183589,0.174722094,0.421852202,0.017660053,0.004996424,15.17929781,0.151792978,52.72286709,105.7915842,0.201437774,74.0228619,47.05560829,47.27714798,95.64619008,154.2512041,37.08135406,145.2021351,Rookery Bay
337,0.276101998,0.177669692,0.136690868,0.018125833,0.005652352,15.42568091,0.154256809,52.29844318,105.7229674,0.202928612,75.00788855,46.97888941,47.70157114,97.20564512,155.8129392,38.64308911,147.2113352,Rookery Bay
338,0.288394967,0.141486871,0.28220595,0.025762601,0.005509605,15.921184,0.15921184,42.43047572,103.7454843,0.24589379,73.95536405,44.96916029,57.56953312,142.148306,157.8767467,40.70689661,148.7436648,Rookery Bay
339,0.304826984,0.156393569,0.400413642,0.016487417,0.005608945,15.83896304,0.15838963,55.91460984,106.2893364,0.190623006,77.75087615,47.62175038,44.08540637,84.33366929,160.9567593,43.78690923,160.3738897,Rookery Bay
340,0.270564174,0.167052118,0.427668962,0.019651301,0.004601564,14.91408062,0.149140806,48.96968851,105.1312277,0.215785428,71.85388008,46.34549623,51.03032284,110.6542005,151.0555502,33.88570008,136.6645748,Rookery Bay
341,0.265312643,0.160790282,0.222883287,0.013167874,0.004899902,14.55138809,0.145513881,61.00801477,106.9695249,0.175844259,73.43003907,48.45770839,38.9919972,68.87473443,149.6835112,32.51366109,135.2005566,Rookery Bay
342,0.265460921,0.159659752,0.28572116,0.022028306,0.005110771,15.28495772,0.152849577,46.08391089,104.5626167,0.228139973,72.55395296,45.76349756,53.9161076,123.5773559,153.303857,36.13400688,140.2270337,Rookery Bay
343,0.286528048,0.14547928,0.250625434,0.020486048,0.005574577,15.65261423,0.156526142,48.87911324,105.1215193,0.215996406,74.96223366,46.3320421,51.12089977,110.8748865,157.2733132,40.10346309,149.799556,Rookery Bay
344,0.265324882,0.18728109,0.182588669,0.021369839,0.004967912,15.01498915,0.150149891,46.56589494,104.6587393,0.226051446,71.60322928,45.86138523,53.43412177,121.392707,150.911301,33.74145095,134.4501987,Rookery Bay
345,0.277024219,0.15174874,0.17017134,0.020414502,0.006542424,16.42251996,0.1642252,50.17804935,105.3644793,0.210717288,78.70770432,46.58633351,49.8219533,105.3528086,164.1174289,46.94757886,162.6977183,Rookery Bay
346,0.294459343,0.156739803,0.294861347,0.019977025,0.004798895,15.00460507,0.150046051,48.61064528,105.0641764,0.217242329,72.14095522,46.27526956,51.38936845,112.1781524,151.626906,34.45705587,137.5584963,Rookery Bay
347,0.29383153,0.184629081,0.412846686,0.027998169,0.004430992,15.25745335,0.152574533,39.00428188,102.8340056,0.265697817,69.96350638,44.13837173,60.99573023,162.8638111,151.255433,34.08558292,133.6374668,Rookery Bay
348,0.285736639,0.147041703,0.285353241,0.017052991,0.004745627,14.74681974,0.147468197,53.11450543,105.8508707,0.200149564,72.31619684,47.12401828,46.88550654,94.29869297,150.2403096,33.0704595,135.2730914,Rookery Bay
349,0.282925101,0.136373049,0.267558452,0.021239321,0.00551115,15.62532816,0.156253282,47.7332064,104.9011784,0.220783824,74.49483731,46.10415977,52.26680702,115.8826456,156.7364718,39.56662168,148.2770728,Rookery Bay
