Age(yr),LOM (g/cm2),ROM_cellulose (g/cm2),ROM_lignin(g/cm2),ROM (g/cm2),dt (cm),db (cm),rt (g/cm2),frp (g/cm2),crp(g/cm2),lrp(g/cm2),TOM (g/cm2),wi_t (g/cm2),V(cm3),db_corr (cm),BD (g/cm3),AFDW or OM %,OC Density (mg/cm3),C_Seq (g/m2/yr),OM Density (mg/cm3),Inorganic Matter(%),Inorganic Matter Density (mg/cm3),Necro_Mass (Mg/ha),LOM_A (g/cm2),ROM_A_cell (g/cm2),ROM_A_lig(g/cm2),ROM_A (g/cm2),LOM_Nr (g/cm2),ROM_Nr (g/cm2),Cumulative Nr (Mg/ha),Vol cont to cohort from litter,Vol cont to cohort from live root,Vol cont to cohort from necro root,Vol cont to cohort from inorganic,Vol cont % to cohort from litter,Vol cont % to cohort from live root,Vol cont %to cohort from necro root,Vol cont % to cohort from inorganic
0,0.03523386,0.00910134,0.0104208,0.01952214,0.0,0.5272940309925391,0.0017034419014972072,0.00022144744719463695,0.00010220651408983242,7.239628081363132e-05,0.056289097711347484,0.03893743760160426,0.5272940451438006,0.5272940451438006,0.18059474820540047,59.11072741054731,48.166847940010555,253.98092092114504,106.75086932945857,40.88927258945269,73.84387887594191,5.4756,0.03523386,0.00910134,0.0104208,0.01952214,0.0,0.0,0.0,0.49778181818181816,0.013937251921340786,0.0,0.015574975040641703,94.40307979318558,2.6431650517767364,0.0,2.953755155037676
1,0.0036441970319156763,0.009136792476313353,0.010481135983659256,0.01961792845997261,0.5272940309925391,0.7604438827768516,0.000750339702573662,9.754416133457607e-05,4.502038215441972e-05,3.188943735938064e-05,0.02393743122420458,0.03884212738171191,0.23314986208181732,0.7604438930743564,0.26926697723666587,38.12933979747456,43.96671581656383,102.50833728822312,102.66972071295679,61.87066020252544,166.59725652370906,2.3262125491888286,0.0035233859999999964,0.009002135393999999,0.010380158879999999,0.019382294273999998,0.00012081103191567992,0.00023563418597261077,0.03564452178882907,0.2082334570363636,0.0061391430210572355,0.0032404110717117337,0.015536850952684764,89.31313755754657,2.6331317403494228,1.389840441155656,6.663890260948363
2,0.0015837781367267587,0.009096515791809985,0.010484738399275901,0.019581254191085886,0.7604438827768516,0.9739981443229816,0.0006857424013609467,8.914651217692307e-05,4.11445440816568e-05,2.9144052057840237e-05,0.021782200489037496,0.03883566765159063,0.2135542715064317,0.9739981542832833,0.28385228594597545,35.93363006185685,43.38274955023495,92.645714761464,101.99843035395092,64.06636993814314,181.85385559202453,2.1165032327812647,0.0014798221199999986,0.0089040121182054,0.010339676260367999,0.019243688378573397,0.00010395601672676005,0.0003375658125124893,0.079796704712754,0.18839554998703087,0.005610619647498654,0.004013834811265903,0.015534267060636254,88.21905020118358,2.627257047082609,1.8795385280528174,7.274154223680982
3,0.000713820848949259,0.009051571706506839,0.010484497548651899,0.019536069255158738,0.9739981443229816,1.1789957113246254,0.0006568899054861188,8.539568771319545e-05,3.941339432916713e-05,2.7917820983160053e-05,0.020841091019045504,0.03883278240200315,0.20499757677030583,1.1789957210932873,0.2910955064015787,34.92498446010757,43.09970785034543,88.35335668828937,101.66506037482279,65.07501553989243,189.43044602675593,2.0249890104107995,0.0006215252903999995,0.008806958386116961,0.010299351522952563,0.019106309909069523,9.229555854925952e-05,0.0004297593460892146,0.13200219517660144,0.17934395635881384,0.005374553772159154,0.004745953678531583,0.01553311296080126,87.48589089897575,2.6217645383102233,2.315126721643785,7.577217841070233
4,0.00034639251940931477,0.009004836721934592,0.010482547311055824,0.019487384032990416,1.1789957113246254,1.3800970311072545,0.0006430977153967215,8.36027030015738e-05,3.8585862923803286e-05,2.7331652904360666e-05,0.02041256449625678,0.03883140318299421,0.2011013294209866,1.3800970407456121,0.29459759341137587,34.45509356627016,42.964372154600454,86.40192358028173,101.5038764538697,65.54490643372984,193.0937169575062,1.9833776552399731,0.0002610406219679998,0.008710962539708286,0.010259184052013048,0.018970146591721332,8.535189744131495e-05,0.000517237441269084,0.1922611290476413,0.174828974669903,0.005261708580518631,0.005478084897367263,0.015532561273197684,86.93576276858671,2.6164464430286,2.7240421100844197,7.723748678300249
5,0.00019109445513987349,0.008957520876067616,0.010479787102099397,0.019437307978167014,1.3800970311072545,1.579270146264862,0.0006356580856857104,8.263555113914235e-05,3.813948514114262e-05,2.7015468641642692e-05,0.020200494710424025,0.03883065922002311,0.19917312469186402,1.5792701557991184,0.29638112080519313,34.220057317912264,42.89581236989149,85.436929859072,101.42178941900788,65.77994268208774,194.95933138618526,1.9628402433306886,0.00010963706122655992,0.008616013048025466,0.010219173234210196,0.018835186282235662,8.145739391331356e-05,0.0006021216959313513,0.2606190380321078,0.17222566675874748,0.0052008388828830845,0.006214355362224227,0.015532263688009243,86.47033430097244,2.6112151882585453,3.120077255321624,7.798373255447409
6,0.00012534163680121414,0.008910132670191934,0.010476596649515023,0.019386729319706957,1.579270146264862,1.7773466135339346,0.0006309037721924492,8.20174903850184e-05,3.7854226331546956e-05,2.6813410318179094e-05,0.020079884351481374,0.03883018378867378,0.19807647671075473,1.7773466229756167,0.2974107229612115,34.08565799602975,42.85634316636034,84.88833459099688,101.37440187207808,65.91434200397025,196.03632108913342,1.9512070956508172,4.604756571515517e-05,0.008522098505801988,0.010179318458596777,0.018701416964398764,7.929407108605897e-05,0.000685312355308193,0.337079680671533,0.17043149572830837,0.005161939954301858,0.006950967512675018,0.015532073515469513,86.04327912051086,2.6060338107889955,3.509234225134826,7.841452843565339
7,9.738826900208101e-05,0.008862885167278655,0.0104731368121758,0.019336021979454457,1.7773466135339346,1.9746782720732694,0.0006272900373293174,8.154770485281127e-05,3.7637402239759044e-05,2.6659826586495993e-05,0.019997971282052922,0.038829822415187475,0.19733166789382883,1.9746782814277635,0.2981163354322417,33.99408685114605,42.82933956877176,84.51585011896891,101.34192598429014,66.00591314885395,196.7744094479516,1.9433410248456537,1.9339977600365174e-05,0.008429207632088745,0.01013961911660825,0.018568826748696997,7.804829140171584e-05,0.00076719523075746,0.4216040328874506,0.16898333387543057,0.005132373032694416,0.007684032019628872,0.01553192896607499,85.63416894968393,2.600886663288027,3.8939680091099937,7.870976377918064
8,8.539156222936063e-05,0.0088158669964062,0.010469476252220104,0.019285343248626304,1.9746782720732694,2.1714144696902147,0.0006241661174452421,8.114159526788148e-05,3.744996704671452e-05,2.652705999142279e-05,0.019932484316556382,0.038829510023199065,0.19673620688706492,2.1714144789603345,0.29868418868870095,33.920707662352186,42.80763473175303,84.21811682932075,101.31579047876265,66.07929233764781,197.36839820993828,1.9370734810855665,8.122790592153373e-06,0.008337329268898979,0.010100074602053477,0.018437403870952454,7.726877163720725e-05,0.0008479393776738495,0.5141248478185563,0.1676866060140419,0.005106813688188345,0.00841098317555506,0.015531804009279625,85.2342375952695,2.5957670776482322,4.275259398684721,7.894735928397538
9,8.013139160920333e-05,0.008769114377729419,0.010465644787854944,0.019234759165584363,2.1714144696902147,2.367619080828769,0.0006212578157514851,8.076351604769306e-05,3.7275468945089105e-05,2.6403457169438117e-05,0.019874022591369903,0.03882921919302969,0.19620462032602917,2.3676190900162437,0.2991939827250432,33.85506828457884,42.788169273293434,83.95236506712399,101.2923271549144,66.14493171542117,197.9016555701288,1.9314890557193567,3.411572048704417e-06,0.00824645237986798,0.010060684311105468,0.018307136690973447,7.671981956049892e-05,0.000927622474610916,0.6145590772356977,0.16645952966383776,0.005083018492512151,0.009130384492467409,0.015531687677211876,84.83976034164505,2.5906721687113192,4.653501266838486,7.916066222805147
10,7.771585818633956e-05,0.008722641461347323,0.01046165586708268,0.01918429732843,2.367619080828769,2.563319899729168,0.0006184495621346641,8.039844307750634e-05,3.710697372807984e-05,2.6284106390723225e-05,0.01981861779253754,0.03882893836766801,0.19570082800649938,2.5633199088352683,0.2996796526494912,33.79274276731956,42.76964263211137,83.7005447664627,101.26997414583931,66.20725723268043,198.40967850365186,1.9262013186616342,1.4328602604558555e-06,0.00815656604892742,0.010021447642292156,0.018178013691219574,7.62829979258837e-05,0.001006283637210427,0.7228157407493288,0.16526769592254573,0.005060041872010888,0.00984151486487555,0.015531575347067204,84.44915517529495,2.5856006454110867,5.028857039147891,7.936387140146074
